,threshold,train_dataset_accuracy,test_dataset_accuracy
0,33752.47786552983,0.5495 (111/202),0.6296 (34/54)
0,34002.143920324095,0.5495 (111/202),0.6296 (34/54)
0,34253.656747351204,0.5495 (111/202),0.6296 (34/54)
0,34507.03000712962,0.5495 (111/202),0.6296 (34/54)
0,34762.27746122368,0.5495 (111/202),0.6296 (34/54)
0,35019.412972992024,0.5495 (111/202),0.6296 (34/54)
0,35278.450508340116,0.5495 (111/202),0.5926 (32/54)
0,35539.4041364784,0.5495 (111/202),0.5926 (32/54)
0,35802.2880306874,0.5495 (111/202),0.5926 (32/54)
0,36067.11646908639,0.5495 (111/202),0.5926 (32/54)
0,36333.903835409896,0.5495 (111/202),0.5926 (32/54)
0,36602.66461978849,0.5495 (111/202),0.5926 (32/54)
0,36873.41341953537,0.5495 (111/202),0.5926 (32/54)
0,37146.164939940034,0.5495 (111/202),0.5926 (32/54)
0,37420.933995066596,0.5495 (111/202),0.5926 (32/54)
0,37697.73550855788,0.5495 (111/202),0.5926 (32/54)
0,37976.58451444706,0.5495 (111/202),0.5926 (32/54)
0,38257.496157972964,0.5495 (111/202),0.5926 (32/54)
0,38540.485696403775,0.5495 (111/202),0.5926 (32/54)
0,38825.56849986523,0.5495 (111/202),0.5926 (32/54)
0,39112.760052174934,0.5495 (111/202),0.5926 (32/54)
0,39402.07595168447,0.5495 (111/202),0.5926 (32/54)
0,39693.53191212529,0.5495 (111/202),0.5926 (32/54)
0,39987.14376346335,0.5495 (111/202),0.5926 (32/54)
0,40282.92745275837,0.5495 (111/202),0.5926 (32/54)
0,40580.89904502951,0.5495 (111/202),0.5926 (32/54)
0,40881.07472412903,0.5495 (111/202),0.5926 (32/54)
0,41183.47079362,0.5495 (111/202),0.5926 (32/54)
0,41488.10367766295,0.5495 (111/202),0.5926 (32/54)
0,41794.989921907436,0.5495 (111/202),0.5926 (32/54)
0,42104.14619439016,0.5495 (111/202),0.5926 (32/54)
0,42415.58928644148,0.5495 (111/202),0.5926 (32/54)
0,42729.33611359602,0.5495 (111/202),0.5926 (32/54)
0,43045.40371651262,0.5495 (111/202),0.5926 (32/54)
0,43363.80926189937,0.5495 (111/202),0.5926 (32/54)
0,43684.570043445434,0.5495 (111/202),0.5926 (32/54)
0,44007.70348276158,0.5495 (111/202),0.5926 (32/54)
0,44333.227130324995,0.5495 (111/202),0.5926 (32/54)
0,44661.15866643376,0.5495 (111/202),0.5926 (32/54)
0,44991.51590216657,0.5495 (111/202),0.5926 (32/54)
0,45324.31678034958,0.5495 (111/202),0.5926 (32/54)
0,45659.579376532245,0.5495 (111/202),0.5926 (32/54)
0,45997.321899967545,0.5495 (111/202),0.5926 (32/54)
0,46337.56269460231,0.5495 (111/202),0.5926 (32/54)
0,46680.32024007302,0.5495 (111/202),0.5926 (32/54)
0,47025.61315270886,0.5495 (111/202),0.5926 (32/54)
0,47373.46018654422,0.5495 (111/202),0.5926 (32/54)
0,47723.88023433573,0.5495 (111/202),0.5926 (32/54)
0,48076.892328589776,0.5495 (111/202),0.5926 (32/54)
0,48432.515642595594,0.5495 (111/202),0.5926 (32/54)
0,48790.769491466075,0.5495 (111/202),0.5926 (32/54)
0,49151.6733331882,0.5495 (111/202),0.5926 (32/54)
0,49515.246769678306,0.5495 (111/202),0.5926 (32/54)
0,49881.50954784809,0.5495 (111/202),0.5926 (32/54)
0,50250.481560676584,0.5495 (111/202),0.5926 (32/54)
0,50622.18284828995,0.5495 (111/202),0.5926 (32/54)
0,50996.63359905139,0.5495 (111/202),0.5926 (32/54)
0,51373.85415065598,0.5495 (111/202),0.5926 (32/54)
0,51753.864991236725,0.5495 (111/202),0.5926 (32/54)
0,52136.68676047676,0.5495 (111/202),0.5926 (32/54)
0,52522.34025072966,0.5495 (111/202),0.5926 (32/54)
0,52910.84640815029,0.5495 (111/202),0.5926 (32/54)
0,53302.2263338307,0.5495 (111/202),0.5926 (32/54)
0,53696.50128494775,0.5495 (111/202),0.5926 (32/54)
0,54093.69267591699,0.5495 (111/202),0.5926 (32/54)
0,54493.82207955507,0.5495 (111/202),0.5926 (32/54)
0,54896.91122825303,0.5495 (111/202),0.5926 (32/54)
0,55302.982015154834,0.5495 (111/202),0.5926 (32/54)
0,55712.056495348035,0.5495 (111/202),0.5926 (32/54)
0,56124.15688706102,0.5495 (111/202),0.5926 (32/54)
0,56539.305572869045,0.5495 (111/202),0.5926 (32/54)
0,56957.52510091128,0.5495 (111/202),0.5926 (32/54)
0,57378.8381861148,0.5495 (111/202),0.5926 (32/54)
0,57803.26771142761,0.5495 (111/202),0.5926 (32/54)
0,58230.83672906312,0.5495 (111/202),0.5926 (32/54)
0,58661.56846175032,0.5495 (111/202),0.5926 (32/54)
0,59095.48630399674,0.5495 (111/202),0.5926 (32/54)
0,59532.61382335837,0.5495 (111/202),0.5926 (32/54)
0,59972.97476171897,0.5495 (111/202),0.5926 (32/54)
0,60416.593036581275,0.5495 (111/202),0.5926 (32/54)
0,60863.49274236407,0.5495 (111/202),0.5926 (32/54)
0,61313.69815171257,0.5495 (111/202),0.5926 (32/54)
0,61767.233716816016,0.5495 (111/202),0.5926 (32/54)
0,62224.124070734986,0.5495 (111/202),0.5926 (32/54)
0,62684.39402874109,0.5495 (111/202),0.5926 (32/54)
0,63148.06858966271,0.5495 (111/202),0.5926 (32/54)
0,63615.172937244584,0.5495 (111/202),0.5926 (32/54)
0,64085.73244151485,0.5495 (111/202),0.5926 (32/54)
0,64559.77266016218,0.5495 (111/202),0.5926 (32/54)
0,65037.31933992576,0.5495 (111/202),0.5926 (32/54)
0,65518.39841799154,0.5495 (111/202),0.5926 (32/54)
0,66003.03602340289,0.5495 (111/202),0.5926 (32/54)
0,66491.25847847888,0.5495 (111/202),0.5926 (32/54)
0,66983.09230024317,0.5495 (111/202),0.5926 (32/54)
0,67478.56420186616,0.5495 (111/202),0.5926 (32/54)
0,67977.70109411363,0.5495 (111/202),0.5926 (32/54)
0,68480.53008681032,0.5495 (111/202),0.5926 (32/54)
0,68987.07849031153,0.5495 (111/202),0.5926 (32/54)
0,69497.37381698556,0.5495 (111/202),0.5926 (32/54)
0,70011.44378271003,0.5495 (111/202),0.5926 (32/54)
0,70529.31630837492,0.5495 (111/202),0.5926 (32/54)
0,71051.01952140102,0.5495 (111/202),0.5926 (32/54)
0,71576.58175726682,0.5495 (111/202),0.5926 (32/54)
0,72106.03156104659,0.5495 (111/202),0.5926 (32/54)
0,72639.39768896285,0.5495 (111/202),0.5926 (32/54)
0,73176.70910994585,0.5495 (111/202),0.5926 (32/54)
0,73717.995007209,0.5495 (111/202),0.5926 (32/54)
0,74263.28477983305,0.5495 (111/202),0.5926 (32/54)
0,74812.60804436199,0.5495 (111/202),0.5926 (32/54)
0,75365.99463641368,0.5495 (111/202),0.5926 (32/54)
0,75923.47461229791,0.5495 (111/202),0.5926 (32/54)
0,76485.07825065103,0.5495 (111/202),0.5926 (32/54)
0,77050.83605407951,0.5495 (111/202),0.5926 (32/54)
0,77620.77875081578,0.5495 (111/202),0.5926 (32/54)
0,78194.93729638928,0.5495 (111/202),0.5926 (32/54)
0,78773.34287530536,0.5495 (111/202),0.5926 (32/54)
0,79356.0269027411,0.5495 (111/202),0.5926 (32/54)
0,79943.02102625073,0.5495 (111/202),0.5926 (32/54)
0,80534.3571274835,0.5495 (111/202),0.5926 (32/54)
0,81130.06732391757,0.5495 (111/202),0.5926 (32/54)
0,81730.18397060176,0.5495 (111/202),0.5926 (32/54)
0,82334.73966191524,0.5495 (111/202),0.5926 (32/54)
0,82943.7672333368,0.5495 (111/202),0.5926 (32/54)
0,83557.29976322723,0.5495 (111/202),0.5926 (32/54)
0,84175.37057462802,0.5495 (111/202),0.5926 (32/54)
0,84798.01323707016,0.5495 (111/202),0.5926 (32/54)
0,85425.2615683964,0.5495 (111/202),0.5926 (32/54)
0,86057.14963660044,0.5495 (111/202),0.5926 (32/54)
0,86693.71176167454,0.5495 (111/202),0.5926 (32/54)
0,87334.98251747589,0.5495 (111/202),0.5926 (32/54)
0,87980.99673360348,0.5495 (111/202),0.5926 (32/54)
0,88631.78949728874,0.5495 (111/202),0.5926 (32/54)
0,89287.39615530371,0.5495 (111/202),0.5926 (32/54)
0,89947.85231587794,0.5495 (111/202),0.5926 (32/54)
0,90613.19385063514,0.5495 (111/202),0.5926 (32/54)
0,91283.45689654029,0.5495 (111/202),0.5926 (32/54)
0,91958.67785786129,0.5495 (111/202),0.5926 (32/54)
0,92638.89340814883,0.5495 (111/202),0.5926 (32/54)
0,93324.14049222518,0.5495 (111/202),0.5926 (32/54)
0,94014.45632819354,0.5495 (111/202),0.5926 (32/54)
0,94709.87840945825,0.5495 (111/202),0.5926 (32/54)
0,95410.44450676009,0.5495 (111/202),0.5926 (32/54)
0,96116.19267023039,0.5495 (111/202),0.5926 (32/54)
0,96827.16123145464,0.5495 (111/202),0.5926 (32/54)
0,97543.38880555698,0.5495 (111/202),0.5926 (32/54)
0,98264.91429329659,0.5495 (111/202),0.5926 (32/54)
0,98991.77688317907,0.5495 (111/202),0.5926 (32/54)
0,99724.0160535879,0.5495 (111/202),0.5926 (32/54)
0,100461.67157492526,0.5495 (111/202),0.5926 (32/54)
0,101204.7835117751,0.5495 (111/202),0.5926 (32/54)
0,101953.39222507781,0.5495 (111/202),0.5926 (32/54)
0,102707.53837432124,0.5495 (111/202),0.5926 (32/54)
0,103467.26291975188,0.5495 (111/202),0.5926 (32/54)
0,104232.60712459625,0.5495 (111/202),0.5926 (32/54)
0,105003.61255730496,0.5495 (111/202),0.5926 (32/54)
0,105780.32109380922,0.5495 (111/202),0.5926 (32/54)
0,106562.7749197939,0.5495 (111/202),0.5926 (32/54)
0,107351.01653299188,0.5495 (111/202),0.5926 (32/54)
0,108145.0887454887,0.5495 (111/202),0.5926 (32/54)
0,108945.03468605092,0.5495 (111/202),0.5926 (32/54)
0,109750.8978024673,0.5495 (111/202),0.5926 (32/54)
0,110562.72186390722,0.5495 (111/202),0.5926 (32/54)
0,111380.55096330108,0.5495 (111/202),0.5926 (32/54)
0,112204.42951973154,0.5495 (111/202),0.5926 (32/54)
0,113034.4022808492,0.5495 (111/202),0.5926 (32/54)
0,113870.51432530176,0.5495 (111/202),0.5926 (32/54)
0,114712.81106518082,0.5495 (111/202),0.5926 (32/54)
0,115561.33824849178,0.5495 (111/202),0.5926 (32/54)
0,116416.14196163476,0.5495 (111/202),0.5926 (32/54)
0,117277.26863191093,0.5495 (111/202),0.5926 (32/54)
0,118144.76503004291,0.5495 (111/202),0.5926 (32/54)
0,119018.67827271343,0.5495 (111/202),0.5926 (32/54)
0,119899.05582512783,0.5495 (111/202),0.5926 (32/54)
0,120785.9455035882,0.5495 (111/202),0.5926 (32/54)
0,121679.39547809382,0.5495 (111/202),0.5926 (32/54)
0,122579.45427495602,0.5495 (111/202),0.5926 (32/54)
0,123486.17077943227,0.5495 (111/202),0.5926 (32/54)
0,124399.59423838483,0.5495 (111/202),0.5926 (32/54)
0,125319.77426295145,0.5495 (111/202),0.5926 (32/54)
0,126246.76083124352,0.5495 (111/202),0.5926 (32/54)
0,127180.604291059,0.5495 (111/202),0.5926 (32/54)
0,128121.35536261543,0.5495 (111/202),0.5926 (32/54)
0,129069.0651413078,0.5495 (111/202),0.5926 (32/54)
0,130023.78510048223,0.5495 (111/202),0.5926 (32/54)
0,130985.56709422999,0.5495 (111/202),0.5926 (32/54)
0,131954.46336020768,0.5495 (111/202),0.5926 (32/54)
0,132930.52652247003,0.5495 (111/202),0.5926 (32/54)
0,133913.80959433198,0.5495 (111/202),0.5926 (32/54)
0,134904.36598124637,0.5495 (111/202),0.5926 (32/54)
0,135902.2494837029,0.5495 (111/202),0.5926 (32/54)
0,136907.514300154,0.5495 (111/202),0.5926 (32/54)
0,137920.2150299543,0.5495 (111/202),0.5926 (32/54)
0,138940.40667632976,0.5495 (111/202),0.5926 (32/54)
0,139968.14464936362,0.5495 (111/202),0.5926 (32/54)
0,141003.4847690041,0.5495 (111/202),0.5926 (32/54)
0,142046.48326810016,0.5495 (111/202),0.5926 (32/54)
0,143097.19679545113,0.5495 (111/202),0.5926 (32/54)
0,144155.68241888753,0.5495 (111/202),0.5926 (32/54)
0,145221.99762836893,0.5495 (111/202),0.5926 (32/54)
0,146296.20033910457,0.5495 (111/202),0.5926 (32/54)
0,147378.34889470314,0.5495 (111/202),0.5926 (32/54)
0,148468.50207033684,0.5495 (111/202),0.5926 (32/54)
0,149566.71907593778,0.5495 (111/202),0.5926 (32/54)
0,150673.05955941227,0.5495 (111/202),0.5926 (32/54)
0,151787.5836098784,0.5495 (111/202),0.5926 (32/54)
0,152910.3517609342,0.5495 (111/202),0.5926 (32/54)
0,154041.4249939404,0.5495 (111/202),0.5926 (32/54)
0,155180.86474133682,0.5495 (111/202),0.5926 (32/54)
0,156328.73288997723,0.5495 (111/202),0.5926 (32/54)
0,157485.09178448864,0.5495 (111/202),0.5926 (32/54)
0,158650.004230662,0.5495 (111/202),0.5926 (32/54)
0,159823.5334988581,0.5495 (111/202),0.5926 (32/54)
0,161005.74332744873,0.5495 (111/202),0.5926 (32/54)
0,162196.69792627642,0.5495 (111/202),0.5926 (32/54)
0,163396.46198013998,0.5495 (111/202),0.5926 (32/54)
0,164605.1006523124,0.5495 (111/202),0.5926 (32/54)
0,165822.6795880747,0.5495 (111/202),0.5926 (32/54)
0,167049.26491828615,0.5495 (111/202),0.5926 (32/54)
0,168284.9232629739,0.5495 (111/202),0.5926 (32/54)
0,169529.72173494942,0.5495 (111/202),0.5926 (32/54)
0,170783.72794345833,0.5495 (111/202),0.5926 (32/54)
0,172047.00999784705,0.5495 (111/202),0.5926 (32/54)
0,173319.63651126687,0.5495 (111/202),0.5926 (32/54)
0,174601.6766043984,0.5495 (111/202),0.5926 (32/54)
0,175893.1999092038,0.5495 (111/202),0.5926 (32/54)
0,177194.27657271354,0.5495 (111/202),0.5926 (32/54)
0,178504.9772608307,0.5495 (111/202),0.5926 (32/54)
0,179825.37316217402,0.5495 (111/202),0.5926 (32/54)
0,181155.53599194236,0.5495 (111/202),0.5926 (32/54)
0,182495.5379958075,0.5495 (111/202),0.5926 (32/54)
0,183845.4519538432,0.5495 (111/202),0.5926 (32/54)
0,185205.3511844723,0.5495 (111/202),0.5926 (32/54)
0,186575.30954845395,0.5495 (111/202),0.5926 (32/54)
0,187955.40145289316,0.5495 (111/202),0.5926 (32/54)
0,189345.70185527974,0.5495 (111/202),0.5926 (32/54)
0,190746.28626756484,0.5495 (111/202),0.5926 (32/54)
0,192157.23076025612,0.5495 (111/202),0.5926 (32/54)
0,193578.61196655483,0.5495 (111/202),0.5926 (32/54)
0,195010.50708651572,0.5495 (111/202),0.5926 (32/54)
0,196452.99389123754,0.5495 (111/202),0.5926 (32/54)
0,197906.15072709197,0.5495 (111/202),0.5926 (32/54)
0,199370.0565199764,0.5495 (111/202),0.5926 (32/54)
0,200844.79077959823,0.5495 (111/202),0.5926 (32/54)
0,202330.43360379906,0.5495 (111/202),0.5926 (32/54)
0,203827.0656828985,0.5495 (111/202),0.5926 (32/54)
0,205334.76830408245,0.5495 (111/202),0.5926 (32/54)
0,206853.6233558157,0.5495 (111/202),0.5926 (32/54)
0,208383.713332287,0.5495 (111/202),0.5926 (32/54)
0,209925.1213378955,0.5495 (111/202),0.5926 (32/54)
0,211477.93109175764,0.5495 (111/202),0.5926 (32/54)
0,213042.2269322602,0.5495 (111/202),0.5926 (32/54)
0,214618.0938216385,0.5495 (111/202),0.5926 (32/54)
0,216205.61735058826,0.5495 (111/202),0.5926 (32/54)
0,217804.8837429205,0.5495 (111/202),0.5926 (32/54)
0,219415.97986023765,0.5495 (111/202),0.5926 (32/54)
0,221038.99320665744,0.5495 (111/202),0.5926 (32/54)
0,222674.01193356287,0.5495 (111/202),0.5926 (32/54)
0,224321.1248443874,0.5495 (111/202),0.5926 (32/54)
0,225980.42139944437,0.5495 (111/202),0.5926 (32/54)
0,227651.9917207787,0.5495 (111/202),0.5926 (32/54)
0,229335.9265970681,0.5495 (111/202),0.5926 (32/54)
0,231032.31748855143,0.5495 (111/202),0.5926 (32/54)
0,232741.25653199328,0.5495 (111/202),0.5926 (32/54)
0,234462.8365456949,0.5495 (111/202),0.5926 (32/54)
0,236197.15103452792,0.5495 (111/202),0.5926 (32/54)
0,237944.29419501947,0.5495 (111/202),0.5926 (32/54)
0,239704.3609204656,0.5495 (111/202),0.5926 (32/54)
0,241477.4468060823,0.5495 (111/202),0.5926 (32/54)
0,243263.64815420427,0.5495 (111/202),0.5926 (32/54)
0,245063.06197950782,0.5495 (111/202),0.5926 (32/54)
0,246875.78601428683,0.5495 (111/202),0.5926 (32/54)
0,248701.91871375797,0.5495 (111/202),0.5926 (32/54)
0,250541.5592614052,0.5495 (111/202),0.5926 (32/54)
0,252394.80757437364,0.5495 (111/202),0.5926 (32/54)
0,254261.76430888858,0.5495 (111/202),0.5926 (32/54)
0,256142.53086572926,0.5495 (111/202),0.5926 (32/54)
0,258037.20939573357,0.5495 (111/202),0.5926 (32/54)
0,259945.90280534283,0.5495 (111/202),0.5926 (32/54)
0,261868.7147621984,0.5495 (111/202),0.5926 (32/54)
0,263805.7497007638,0.5495 (111/202),0.5926 (32/54)
0,265757.1128280043,0.5495 (111/202),0.5926 (32/54)
0,267722.910129098,0.5495 (111/202),0.5926 (32/54)
0,269703.2483731887,0.5495 (111/202),0.5926 (32/54)
0,271698.23511919286,0.5495 (111/202),0.5926 (32/54)
0,273707.97872163256,0.5495 (111/202),0.5926 (32/54)
0,275732.5883365282,0.5495 (111/202),0.5926 (32/54)
0,277772.1739273241,0.5495 (111/202),0.5926 (32/54)
0,279826.84627085744,0.5495 (111/202),0.5926 (32/54)
0,281896.7169633826,0.5495 (111/202),0.5926 (32/54)
0,283981.8984266239,0.5495 (111/202),0.5926 (32/54)
0,286082.5039138889,0.5495 (111/202),0.5926 (32/54)
0,288198.6475162165,0.5495 (111/202),0.5926 (32/54)
0,290330.44416857016,0.5495 (111/202),0.5926 (32/54)
0,292478.00965608837,0.5495 (111/202),0.5926 (32/54)
0,294641.46062036406,0.5495 (111/202),0.5926 (32/54)
0,296820.91456578806,0.5495 (111/202),0.5926 (32/54)
0,299016.48986592767,0.5495 (111/202),0.5926 (32/54)
0,301228.30576995213,0.5495 (111/202),0.5926 (32/54)
0,303456.482409117,0.5495 (111/202),0.5926 (32/54)
0,305701.14080328494,0.5495 (111/202),0.5926 (32/54)
0,307962.40286749526,0.5495 (111/202),0.5926 (32/54)
0,310240.391418594,0.5495 (111/202),0.5926 (32/54)
0,312535.2301818947,0.5495 (111/202),0.5926 (32/54)
0,314847.043797907,0.5495 (111/202),0.5926 (32/54)
0,317175.9578291029,0.5495 (111/202),0.5926 (32/54)
0,319522.09876673203,0.5495 (111/202),0.5926 (32/54)
0,321885.59403770126,0.5495 (111/202),0.5926 (32/54)
0,324266.57201148523,0.5495 (111/202),0.5926 (32/54)
0,326665.1620071075,0.5495 (111/202),0.5926 (32/54)
0,329081.49430016073,0.5495 (111/202),0.5926 (32/54)
0,331515.70012987807,0.5495 (111/202),0.5926 (32/54)
0,333967.9117062706,0.5495 (111/202),0.5926 (32/54)
0,336438.26221729757,0.5495 (111/202),0.5926 (32/54)
0,338926.88583610946,0.5495 (111/202),0.5926 (32/54)
0,341433.9177283317,0.5495 (111/202),0.5926 (32/54)
0,343959.4940594014,0.5495 (111/202),0.5926 (32/54)
0,346503.75200197287,0.5495 (111/202),0.5926 (32/54)
0,349066.82974335685,0.5495 (111/202),0.5926 (32/54)
0,351648.8664930356,0.5495 (111/202),0.5926 (32/54)
0,354250.0024902198,0.5495 (111/202),0.5926 (32/54)
0,356870.3790114608,0.5495 (111/202),0.5926 (32/54)
0,359510.1383783344,0.5495 (111/202),0.5926 (32/54)
0,362169.4239651587,0.5495 (111/202),0.5926 (32/54)
0,364848.38020679174,0.5495 (111/202),0.5926 (32/54)
0,367547.1526064719,0.5495 (111/202),0.5926 (32/54)
0,370265.8877437161,0.5495 (111/202),0.5926 (32/54)
0,373004.73328229145,0.5495 (111/202),0.5926 (32/54)
0,375763.8379782235,0.5495 (111/202),0.5926 (32/54)
0,378543.35168788605,0.5495 (111/202),0.5926 (32/54)
0,381343.42537613615,0.5495 (111/202),0.5926 (32/54)
0,384164.2111245084,0.5495 (111/202),0.5926 (32/54)
0,387005.8621394865,0.5495 (111/202),0.5926 (32/54)
0,389868.5327608112,0.5495 (111/202),0.5926 (32/54)
0,392752.3784698746,0.5495 (111/202),0.5926 (32/54)
0,395657.55589816,0.5495 (111/202),0.5926 (32/54)
0,398584.2228357439,0.5495 (111/202),0.5926 (32/54)
0,401532.5382398781,0.5495 (111/202),0.5926 (32/54)
0,404502.6622436095,0.5495 (111/202),0.5926 (32/54)
0,407494.7561644893,0.5495 (111/202),0.5926 (32/54)
0,410508.9825133299,0.5495 (111/202),0.5926 (32/54)
0,413545.5050030261,0.5495 (111/202),0.5926 (32/54)
0,416604.48855745874,0.5495 (111/202),0.5926 (32/54)
0,419686.09932043887,0.5495 (111/202),0.5926 (32/54)
0,422790.5046647434,0.5495 (111/202),0.5926 (32/54)
0,425917.8732012005,0.5495 (111/202),0.5926 (32/54)
0,429068.37478784245,0.5495 (111/202),0.5926 (32/54)
0,432242.1805391431,0.5495 (111/202),0.5926 (32/54)
0,435439.46283529804,0.5495 (111/202),0.5926 (32/54)
0,438660.39533159893,0.5495 (111/202),0.5926 (32/54)
0,441905.1529678607,0.5495 (111/202),0.5926 (32/54)
0,445173.91197791713,0.5495 (111/202),0.5926 (32/54)
0,448466.84989920567,0.5495 (111/202),0.5926 (32/54)
0,451784.14558239555,0.5495 (111/202),0.5926 (32/54)
0,455125.97920111445,0.5495 (111/202),0.5926 (32/54)
0,458492.53226172883,0.5495 (111/202),0.5926 (32/54)
0,461883.9876131968,0.5495 (111/202),0.5926 (32/54)
0,465300.5294570101,0.5495 (111/202),0.5926 (32/54)
0,468742.3433571936,0.5495 (111/202),0.5926 (32/54)
0,472209.61625037756,0.5495 (111/202),0.5926 (32/54)
0,475702.53645596484,0.5495 (111/202),0.5926 (32/54)
0,479221.29368634324,0.5495 (111/202),0.5926 (32/54)
0,482766.07905720326,0.5495 (111/202),0.5926 (32/54)
0,486337.08509791235,0.5495 (111/202),0.5926 (32/54)
0,489934.50576196605,0.5495 (111/202),0.5926 (32/54)
0,493558.5364375358,0.5495 (111/202),0.5926 (32/54)
0,497209.3739580654,0.5495 (111/202),0.5926 (32/54)
0,500887.2166129759,0.5495 (111/202),0.5926 (32/54)
0,504592.26415842905,0.5495 (111/202),0.5926 (32/54)
0,508324.7178281707,0.5495 (111/202),0.5926 (32/54)
0,512084.78034447494,0.5495 (111/202),0.5926 (32/54)
0,515872.65592913807,0.5495 (111/202),0.5926 (32/54)
0,519688.5503145849,0.5495 (111/202),0.5926 (32/54)
0,523532.6707550371,0.5495 (111/202),0.5926 (32/54)
0,527405.226037763,0.5495 (111/202),0.5926 (32/54)
0,531306.4264944323,0.5495 (111/202),0.5926 (32/54)
0,535236.4840125234,0.5495 (111/202),0.5926 (32/54)
0,539195.6120468464,0.5495 (111/202),0.5926 (32/54)
0,543184.0256311301,0.5495 (111/202),0.5926 (32/54)
0,547201.9413896948,0.5495 (111/202),0.5926 (32/54)
0,551249.5775492329,0.5495 (111/202),0.5926 (32/54)
0,555327.1539506443,0.5495 (111/202),0.5926 (32/54)
0,559434.8920609921,0.5495 (111/202),0.5926 (32/54)
0,563573.0149855246,0.5495 (111/202),0.5926 (32/54)
0,567741.7474797858,0.5495 (111/202),0.5926 (32/54)
0,571941.315961839,0.5495 (111/202),0.5926 (32/54)
0,576171.948524546,0.5495 (111/202),0.5926 (32/54)
0,580433.874947971,0.5495 (111/202),0.5926 (32/54)
0,584727.3267118548,0.5495 (111/202),0.5926 (32/54)
0,589052.5370081796,0.5495 (111/202),0.5926 (32/54)
0,593409.7407538511,0.5495 (111/202),0.5926 (32/54)
0,597799.1746034389,0.5495 (111/202),0.5926 (32/54)
0,602221.0769620462,0.5495 (111/202),0.5926 (32/54)
0,606675.6879982516,0.5495 (111/202),0.5926 (32/54)
0,611163.2496571462,0.5495 (111/202),0.5926 (32/54)
0,615684.005673491,0.5495 (111/202),0.5926 (32/54)
0,620238.2015849364,0.5495 (111/202),0.5926 (32/54)
0,624826.0847453742,0.5495 (111/202),0.5926 (32/54)
0,629447.9043383659,0.5495 (111/202),0.5926 (32/54)
0,634103.9113906685,0.5495 (111/202),0.5926 (32/54)
0,638794.3587858862,0.5495 (111/202),0.5926 (32/54)
0,643519.5012781858,0.5495 (111/202),0.5926 (32/54)
0,648279.5955061503,0.5495 (111/202),0.5926 (32/54)
0,653074.9000067108,0.5495 (111/202),0.5926 (32/54)
0,657905.67522918,0.5495 (111/202),0.5926 (32/54)
0,662772.1835494174,0.5495 (111/202),0.5926 (32/54)
0,667674.6892840575,0.5495 (111/202),0.5926 (32/54)
0,672613.4587048852,0.5495 (111/202),0.5926 (32/54)
0,677588.76005329,0.5495 (111/202),0.5926 (32/54)
0,682600.8635548264,0.5495 (111/202),0.5926 (32/54)
0,687650.0414339071,0.5495 (111/202),0.5926 (32/54)
0,692736.5679285811,0.5495 (111/202),0.5926 (32/54)
0,697860.7193054192,0.5495 (111/202),0.5926 (32/54)
0,703022.7738745391,0.5495 (111/202),0.5926 (32/54)
