,n_estimators,min_samples_split,min_samples_leaf,max_depth,class_weight,train_avg_accuracy,train_avg_recall,train_avg_specificity,train_avg_f1,train_avg_precision,train_std_accuracy,train_std_recall,train_std_specificity,train_std_f1,train_std_precision,test_accuracy,test_recall,test_specificity,test_f1,test_precision,alpha_h,alpha_p,num_neighbor
0,260,2,8,30,,0.6347414705806403,0.03092967817452078,0.992418276758088,0.059007058556373566,0.6753204121995015,0.03342901235496097,0.007323295578534992,0.0009207523925572761,0.013594172017468707,0.07488564652212122,0.6933731667571972,0.06957250628667226,0.9923664122137404,0.1281853281853282,0.8137254901960784,0.01,0.11288378916846889,2
0,440,6,2,25,,0.6519911399051441,0.1835088234321554,0.9265435435599034,0.27865497704154274,0.5966751379886973,0.022224380222359407,0.022502439418117644,0.013462111570032704,0.029813364444820085,0.060754853428967526,0.7281368821292775,0.2531433361274099,0.9558055443953395,0.37632398753894086,0.7330097087378641,0.01,0.11288378916846889,2
0,260,2,8,30,,0.6349809915387241,0.03107598367043021,0.9924741016020636,0.059351770167370935,0.6849881666217318,0.03371150821225134,0.006886368769000095,0.0012166992715573408,0.012793866932213164,0.06627042683793122,0.6912004345464422,0.06202849958088852,0.9927681799919646,0.1151750972762646,0.8043478260869565,0.01,0.14384498882876628,2
0,440,6,2,25,,0.6548059845809101,0.15720383230940388,0.9435048408078163,0.24754021567096035,0.6174494030811296,0.024659642829946364,0.03376254102722553,0.015251577532692307,0.04578585066109327,0.06259598880763326,0.7313959804454101,0.24056999161777032,0.9666532744073926,0.3672424824056302,0.7756756756756756,0.01,0.14384498882876628,2
0,260,2,8,30,,0.6346815186110768,0.02639428888910249,0.9946726476901786,0.050866812800473296,0.7236535523300229,0.033595164620552946,0.005418245196667946,0.001142369695329561,0.010230680695735161,0.06522815671347909,0.6941879413362303,0.06621961441743504,0.9951787866613098,0.12305295950155763,0.8681318681318682,0.01,0.18329807108324356,2
0,440,6,2,25,,0.6643882431591059,0.15824970918312953,0.9590979190050645,0.25541721664350814,0.6821129163726888,0.02219687473704887,0.02927587645722115,0.00932280939148353,0.042801047923204744,0.07524110936088196,0.7278652906029331,0.22380553227158423,0.9694656488549618,0.34765624999999994,0.7784256559766763,0.01,0.18329807108324356,2
0,260,2,8,30,,0.6340826157938078,0.02559392195141896,0.9942469346207874,0.04924873682995535,0.6947313511570161,0.034087450322799466,0.006971114675084583,0.0015066159509319217,0.013099709230484764,0.07440978122585615,0.690385659967409,0.05951383067896061,0.9927681799919646,0.11076443057722309,0.797752808988764,0.01,0.23357214690901212,2
0,440,6,2,25,,0.6787627858800845,0.20606045879054108,0.9503937757275165,0.3129068731615488,0.6836531002585771,0.018042707457510958,0.04963895121348481,0.011744561507153346,0.06685844484760571,0.08330199720595031,0.720532319391635,0.22548197820620286,0.9578143832864604,0.3433312061263561,0.7192513368983957,0.01,0.23357214690901212,2
0,260,2,8,30,,0.6334237323149581,0.023752022784007433,0.994182210015303,0.045890060883544345,0.7004307536968276,0.034227059334675326,0.004905679742603402,0.0020131393700863615,0.009312275889851934,0.07197659216355605,0.6895708853883759,0.05699916177703269,0.9927681799919646,0.10633307271305706,0.7906976744186046,0.01,0.29763514416313175,2
0,440,6,2,25,,0.6854719980259892,0.22557469509047162,0.9451116098623551,0.3219683652169287,0.6574772769395669,0.02042783051206773,0.08287348393484738,0.014685822465463716,0.10405125478394377,0.08056869830181763,0.7278652906029331,0.22129086336965634,0.9706709521896344,0.3450980392156862,0.7833827893175074,0.01,0.29763514416313175,2
0,260,2,8,30,,0.6350407426641685,0.02586574627993257,0.9953526620578036,0.04997403077463727,0.7693578258247911,0.03365912977001272,0.004229756636851437,0.0014698963438333993,0.008007680696919619,0.046728538638613364,0.6895708853883759,0.05280804694048617,0.9947770188830856,0.09929078014184398,0.8289473684210527,0.01,0.37926901907322497,2
0,440,6,2,25,,0.6725355135440666,0.19310276411857646,0.9448432754962707,0.2826638446499426,0.6173946365479901,0.01990781345873196,0.07615743149983288,0.012384924780837341,0.09559403950060455,0.08516139725176997,0.7259641499185225,0.22129086336965634,0.9678585777420651,0.34352635003253096,0.7674418604651163,0.01,0.37926901907322497,2
0,260,2,8,30,,0.6354599617248493,0.025647471844803777,0.9961034047112403,0.049591155045781626,0.8038652497434143,0.0336258149651406,0.004728094388997163,0.0017091501385270646,0.008934476329352996,0.04568195672820893,0.688212927756654,0.04777870913663034,0.9951787866613098,0.09033280507131537,0.8260869565217391,0.01,0.4832930238571752,2
0,440,6,2,25,,0.6691213213247679,0.19682955655161485,0.9384786993864525,0.2864683634775863,0.6092198541345664,0.019486920304769128,0.07529829876220971,0.010941829922975781,0.09014952365112663,0.08231811288710308,0.7341118957088539,0.24559932942162616,0.9682603455202893,0.3744408945686901,0.7876344086021505,0.01,0.4832930238571752,2
0,260,2,8,30,,0.6331242450413022,0.018717704442109597,0.9962047710033425,0.03635414291354158,0.7877312714256907,0.03381326560119725,0.005133915979310756,0.0021701278399503215,0.009805574149515661,0.04333064040674288,0.6876697447039652,0.04610226320201174,0.9951787866613098,0.08730158730158731,0.8208955223880597,0.01,0.615848211066026,2
0,440,6,2,25,,0.693198098293112,0.27200436038029857,0.9298291958060545,0.37469980266623115,0.6585349312609208,0.013740879056057838,0.08236744292735464,0.014630715090446956,0.09635196262889818,0.09274777547357803,0.7311243889190657,0.2564962279966471,0.9586179188429088,0.38202247191011235,0.7481662591687042,0.01,0.615848211066026,2
0,260,2,8,30,,0.6337233487026905,0.01936234301904275,0.996656865949078,0.03750939997146566,0.7631477521061838,0.0331975749133206,0.00691264126844406,0.0015514750173916724,0.01324436684146172,0.059592247132341444,0.6863117870722434,0.04107292539815591,0.995580554439534,0.07821229050279328,0.8166666666666667,0.01,0.7847599703514611,2
0,440,6,2,25,,0.6961935879080363,0.27235772287702925,0.9351307577934105,0.3738705890377565,0.6650727409658203,0.01975014973846371,0.08990742099786847,0.015612155744262562,0.10743672758160601,0.10189968083559421,0.7197175448126019,0.23973176865046103,0.9497790277219766,0.35660847880299257,0.6958637469586375,0.01,0.7847599703514611,2
0,260,2,8,30,,0.6331243885013873,0.01688561443077398,0.9973970607435924,0.03288968665637379,0.7770426768182729,0.03330912100535675,0.005554573436150527,0.000849740984262728,0.010701068213516627,0.04872127657457631,0.6841390548614883,0.03604358759430008,0.9947770188830856,0.06885508406725381,0.7678571428571429,0.01,1.0,2
0,440,6,2,25,,0.6942158184828234,0.2567388445961572,0.9383300998679047,0.35831597632833695,0.6760139764779426,0.01567401683554373,0.08603215370268133,0.020931694919617064,0.10024154843641692,0.08573360695183797,0.7259641499185225,0.2514668901927913,0.9533949377259944,0.3729024238657551,0.7211538461538461,0.01,1.0,2
0,260,2,8,30,,0.6509720568446241,0.09504477817653365,0.980345835603138,0.16832770058540436,0.7367900716524569,0.032585126567656414,0.011508273184464873,0.006547497260766363,0.02023164881895897,0.08578743258296234,0.7020640956002173,0.10813076278290025,0.9867416633186018,0.1904059040590406,0.7962962962962963,0.012742749857031334,0.01,2
0,440,6,2,25,,0.6755296833262081,0.2777263801621576,0.907761100026622,0.38419321867492395,0.6361687196780341,0.03172168752010111,0.04484977728731579,0.02184399622514244,0.054077779468990526,0.07254661322622213,0.7316675719717545,0.2799664710813076,0.9481719566090799,0.40338164251207725,0.7213822894168467,0.012742749857031334,0.01,2
0,260,2,8,30,,0.6526487465892366,0.09386209171142837,0.9840412582908452,0.16674464914592768,0.7581749454405449,0.03263815488061077,0.014389437009345675,0.003607431082859336,0.024484159387714786,0.07187073755058934,0.7042368278109723,0.11232187761944677,0.9879469666532744,0.19749447310243182,0.8170731707317073,0.012742749857031334,0.012742749857031334,2
0,440,6,2,25,,0.6767266712382615,0.27627827072207906,0.9105462715051764,0.3824457903242536,0.6439877863767893,0.030018615708662003,0.04638947002653543,0.021581495617342534,0.052952857356932885,0.06254398736716517,0.7360130363932645,0.28834870075440067,0.950582563278425,0.41445783132530123,0.7366167023554604,0.012742749857031334,0.012742749857031334,2
0,260,2,8,30,,0.6509117749168648,0.09054995243932328,0.983458784221847,0.16130592022958629,0.7502971340396811,0.03401891165730029,0.014331817362635365,0.004430551291204723,0.024386946397737842,0.07304459385847276,0.7091254752851711,0.12657166806370496,0.9883487344314986,0.21995630007283326,0.8388888888888889,0.012742749857031334,0.016237767391887217,2
0,440,6,2,25,,0.6793016649977477,0.2829778993923613,0.9089046326124601,0.38943928607467515,0.6484469611141648,0.03064547055668129,0.049461225125638004,0.020698614561578937,0.054027209315761666,0.053589323531336414,0.7387289516567083,0.30930427493713325,0.9445560466050623,0.43411764705882355,0.727810650887574,0.012742749857031334,0.016237767391887217,2
0,260,2,8,30,,0.6489357270126733,0.08567102053210784,0.9823432271110278,0.1533823363353729,0.7358877863998954,0.03297310154559681,0.012340113184750144,0.005754137654857761,0.021489928687752444,0.08316087054589712,0.7031504617055948,0.10729253981559095,0.9887505022097228,0.18977020014825796,0.8205128205128205,0.012742749857031334,0.0206913808111479,2
0,440,6,2,25,,0.678164040868909,0.28140661212169427,0.9080208308088399,0.38802486794370766,0.643389919718363,0.02912946209101706,0.04563414799537354,0.02106016222165101,0.052105104224023695,0.05859677954568153,0.7409016838674634,0.3076278290025147,0.9485737243873041,0.43483412322274884,0.7414141414141414,0.012742749857031334,0.0206913808111479,2
0,260,2,8,30,,0.6479172895225361,0.07772486370112884,0.9857431041254321,0.14055888103513625,0.7491189404870755,0.03409893967653242,0.014067470525081999,0.004077194270344852,0.024254892872723217,0.07398166465344509,0.704780010863661,0.11316010058675607,0.9883487344314986,0.1989683124539425,0.823170731707317,0.012742749857031334,0.026366508987303583,2
0,440,6,2,25,,0.6784640159068542,0.29562480933129154,0.899924590187975,0.3974448173094781,0.6254902588089686,0.028208044503171364,0.055946954193015395,0.017647845147652986,0.061050508255093824,0.06253296593598627,0.7414448669201521,0.30092204526404026,0.952591402169546,0.4299401197604791,0.7526205450733753,0.012742749857031334,0.026366508987303583,2
0,260,2,8,30,,0.6465999672911006,0.07357913415505425,0.9858102361657702,0.13337465065049212,0.7350348820930452,0.03349556916593686,0.015447352095409152,0.0042270739582100664,0.026590665669998518,0.0818844016914721,0.6996197718631179,0.09220452640402348,0.9907593411008437,0.16591251885369535,0.8270676691729323,0.012742749857031334,0.03359818286283781,2
0,440,6,2,25,,0.6706177534724513,0.2579192857666688,0.9099687009945178,0.36312329458808956,0.628541263845392,0.025970866533889206,0.037231046703957715,0.019842151715937225,0.04530477378090519,0.05875606299278805,0.744975556762629,0.31517183570829843,0.9509843310566493,0.4447072738024837,0.7550200803212851,0.012742749857031334,0.03359818286283781,2
0,260,2,8,30,,0.6474980704618555,0.0748023087850605,0.9872151173143506,0.13542293663033572,0.7482500855325076,0.034339431964501406,0.016608761640199376,0.003041509379855276,0.028515144952840955,0.07299456612888375,0.7009777294948397,0.09471919530595138,0.991562876657292,0.17030896759608136,0.8432835820895522,0.012742749857031334,0.04281332398719394,2
0,440,6,2,25,,0.6722352372399427,0.24789019164331727,0.9188092326404038,0.35587807464517407,0.6414446038081657,0.025983323474269997,0.03520774276660302,0.018725000320772345,0.04562505776227656,0.06821339010536619,0.7390005431830526,0.2942162615255658,0.9521896343913219,0.4221286831028262,0.7468085106382979,0.012742749857031334,0.04281332398719394,2
0,260,2,8,30,,0.6474978265797108,0.07072306620119415,0.9900902814590042,0.12862286001447,0.7760489590042283,0.03498695128632808,0.01762179767904798,0.0016542948977644524,0.03044199351915881,0.055700568731438915,0.698261814231396,0.08130762782900251,0.9939734833266372,0.14865900383141764,0.8660714285714286,0.012742749857031334,0.0545559478116852,2
0,440,6,2,25,,0.6690014604236663,0.2331507179369493,0.9224493391590018,0.3411360847135489,0.6462423490912749,0.024765490512350986,0.026720251347570233,0.023022322727394632,0.038642858254802,0.08022496146516092,0.7343834872351983,0.2640402347024308,0.9598232221775813,0.3917910447761194,0.7590361445783133,0.012742749857031334,0.0545559478116852,2
0,260,2,8,30,,0.6443839967405869,0.06051490190426449,0.9901085402688158,0.11115092100324907,0.7425413262781609,0.03286855510815805,0.01660218868640324,0.00163153779271869,0.02884355117687954,0.06937861462091005,0.6977186311787072,0.08298407376362113,0.9923664122137404,0.15102974828375285,0.8389830508474576,0.012742749857031334,0.06951927961775606,2
0,440,6,2,25,,0.6739719076461357,0.23058982462041644,0.9300606066335452,0.33936955820614634,0.6516650825555244,0.022127744478526185,0.037519035779040956,0.013185456991198103,0.04980984236598567,0.06803790253023019,0.7322107550244432,0.25901089689857504,0.959019686621133,0.38528678304239405,0.7518248175182481,0.012742749857031334,0.06951927961775606,2
0,260,2,8,30,,0.6412099853957633,0.05102664595524564,0.9899829406368981,0.0945240278082419,0.7008174193937046,0.031988831135659604,0.015942666988345844,0.001856820299903287,0.028124032137996895,0.08478719310775366,0.6955458989679522,0.07544006705783739,0.9927681799919646,0.13835511145272866,0.8333333333333334,0.012742749857031334,0.08858667904100823,2
0,440,6,2,25,,0.6630722120684363,0.21023613130423063,0.9271446751765721,0.31393850396753603,0.6221185395578892,0.026251023518878727,0.03131173134526833,0.013618260374524465,0.04444191985442651,0.07587639339012336,0.7311243889190657,0.2539815590947192,0.9598232221775813,0.37969924812030076,0.7518610421836228,0.012742749857031334,0.08858667904100823,2
0,260,2,8,30,,0.6409703640156199,0.04987591208875572,0.9904002599486436,0.09275462052506538,0.710192828987866,0.031829606039020734,0.01401013862357317,0.00163091966154542,0.024889442734125262,0.08238239912626077,0.6941879413362303,0.07124895222129086,0.9927681799919646,0.13117283950617284,0.8252427184466019,0.012742749857031334,0.11288378916846889,2
0,440,6,2,25,,0.6627715484220825,0.19940727793651414,0.9316798577921143,0.3016680292623698,0.6259163011938151,0.0235024128114504,0.029072154027795727,0.010514514833486529,0.040307388383585704,0.05717630254257125,0.7322107550244432,0.250628667225482,0.9630373644033748,0.37752525252525254,0.7647058823529411,0.012742749857031334,0.11288378916846889,2
0,260,2,8,30,,0.6371970338192804,0.04071541532329252,0.9904242343901337,0.0769092913230437,0.698393662109118,0.03259419353205395,0.005501885709071609,0.0016074156847749397,0.010249276725951882,0.0737845110643503,0.6944595328625747,0.07124895222129086,0.9931699477701889,0.13127413127413126,0.8333333333333334,0.012742749857031334,0.14384498882876628,2
0,440,6,2,25,,0.6576805229980862,0.16466250668405633,0.942609737145535,0.2577748960498999,0.6232582141818273,0.02423824440714344,0.033989691191689625,0.011578439359613321,0.047016181399259935,0.047028332441028345,0.7275936990765888,0.24140821458507963,0.9606267577340297,0.36478784040531986,0.7461139896373057,0.012742749857031334,0.14384498882876628,2
0,260,2,8,30,,0.6362987871884406,0.038435798934469974,0.9901921946980804,0.07263885482675599,0.6758148955496959,0.03250872276431245,0.006877452721572782,0.0017744267850227122,0.012795095534141798,0.08019293930537127,0.6944595328625747,0.07292539815590947,0.9923664122137404,0.13394919168591224,0.8207547169811321,0.012742749857031334,0.18329807108324356,2
0,440,6,2,25,,0.6626511854106832,0.16406720101409736,0.9529607747881819,0.2618690792028197,0.6672619733561281,0.022982242582941147,0.026765728597517628,0.009730313229591135,0.03792845602776419,0.061739775586070154,0.7284084736556219,0.22548197820620286,0.9694656488549618,0.3498049414824448,0.7797101449275362,0.012742749857031334,0.18329807108324356,2
0,260,2,8,30,,0.6365382077244648,0.03974436769893881,0.9898273566551228,0.07503473782801248,0.6857640481261804,0.032941467686955904,0.0059890025442676294,0.0022412093366251822,0.011110183268571822,0.06979547563511657,0.6950027159152634,0.07460184409052809,0.9923664122137404,0.13681783243658724,0.8240740740740741,0.012742749857031334,0.23357214690901212,2
0,440,6,2,25,,0.6751100195392636,0.18382176837484993,0.9566336606422996,0.28085123992173067,0.6757349709418828,0.023634294913874372,0.061055486262512636,0.012578678460270155,0.08333654593181014,0.07505120890091979,0.7216186854970125,0.19027661357921208,0.976295701084773,0.30696416497633533,0.7937062937062938,0.012742749857031334,0.23357214690901212,2
0,260,2,8,30,,0.6358793529376322,0.034906284019931705,0.9916190847825557,0.06635288800774947,0.6952010996363138,0.03381460101295719,0.006745263732906276,0.0021627011367766394,0.012588994983329806,0.06769550732946215,0.6909288430200978,0.06035205364626991,0.9931699477701889,0.11232449297971919,0.8089887640449438,0.012742749857031334,0.29763514416313175,2
0,440,6,2,25,,0.680081255792201,0.20390371001468355,0.9502939093550796,0.2997884854611901,0.6655062267749089,0.019760236933123697,0.07308843416127458,0.013468200711117635,0.09481413587244532,0.06947105172827912,0.7159152634437805,0.17435037720033528,0.9754921655283246,0.28454172366621067,0.7732342007434945,0.012742749857031334,0.29763514416313175,2
0,260,2,8,30,,0.6358792955535981,0.03631295041915616,0.9910716216602975,0.06892204985351813,0.6939733469145235,0.03412892986116667,0.005959234391715375,0.002126970396129346,0.011127423803369448,0.06859572401921561,0.6912004345464422,0.06035205364626991,0.9935717155484131,0.11241217798594848,0.8181818181818182,0.012742749857031334,0.37926901907322497,2
0,440,6,2,25,,0.682417560662097,0.21125979262775305,0.9483250774103857,0.30549922540474445,0.6513744792254339,0.019083250559218157,0.08106529866699763,0.012974414322867032,0.1026524325089952,0.08079356299643956,0.7161868549701249,0.1768650461022632,0.9746886299718762,0.28766189502385825,0.7700729927007299,0.012742749857031334,0.37926901907322497,2
0,260,2,8,30,,0.6383944664575976,0.03915829803407551,0.9932389654376124,0.07450358683435868,0.7749063401724935,0.033967056422567664,0.003971834497407946,0.001591987754776054,0.007373129222841987,0.037839402844283644,0.6933731667571972,0.06873428331936295,0.9927681799919646,0.1268368136117556,0.82,0.012742749857031334,0.4832930238571752,2
0,440,6,2,25,,0.6787626424199995,0.2085985836874026,0.9452712320188622,0.3056470532579776,0.6697339966114981,0.01853096292634553,0.07208039598005994,0.015091004779184979,0.08481788759976688,0.05471190239905922,0.7232482346550788,0.21709974853310982,0.9658497388509442,0.33702016916070265,0.752906976744186,0.012742749857031334,0.4832930238571752,2
0,260,2,8,30,,0.6390532208223706,0.03818445973580604,0.9944055679010622,0.07284779445266545,0.8181818181818181,0.03355745179948947,0.0041158325504588415,0.0018498937194046448,0.007510875555995304,0.029848686282016746,0.6898424769147202,0.05699916177703269,0.9931699477701889,0.10641627543035993,0.8,0.012742749857031334,0.615848211066026,2
0,440,6,2,25,,0.7002645260509168,0.2658713454444561,0.9425447542160955,0.36972687901700085,0.7031807061154481,0.01738663877571402,0.08783190838064853,0.01579124967023704,0.10248988289291146,0.05730324855494974,0.7262357414448669,0.2372170997485331,0.9606267577340297,0.35959339263024137,0.7427821522309711,0.012742749857031334,0.615848211066026,2
0,260,2,8,30,,0.6408500727342632,0.042566808947872514,0.9941507488061777,0.08059653628767469,0.8329844451323325,0.032662431138200144,0.007807104199809043,0.002225440667766552,0.014010593206925397,0.03466044090368526,0.6901140684410646,0.054484492875104776,0.9947770188830856,0.10228166797797009,0.8333333333333334,0.012742749857031334,0.7847599703514611,2
0,440,6,2,25,,0.7025415819056664,0.26771155293741977,0.9453219091994624,0.36950805422466537,0.6867258857269349,0.02128648011194085,0.0963996345621792,0.015128493337674142,0.11512975350126203,0.09086851049124546,0.7281368821292775,0.24727577535624476,0.9586179188429088,0.37083595223130106,0.7412060301507538,0.012742749857031334,0.7847599703514611,2
0,260,2,8,30,,0.6382148831230686,0.033729356121149696,0.9953583603319468,0.06458676540672346,0.8381126991565135,0.03314399700787199,0.006100221854292263,0.001607609810314739,0.01129744383969435,0.03602691579551572,0.6873981531776209,0.04526404023470243,0.9951787866613098,0.08578236695790309,0.8181818181818182,0.012742749857031334,1.0,2
0,440,6,2,25,,0.698527941720775,0.25840871750725336,0.9458870666178125,0.3634620628241459,0.7099841626196561,0.02137901738332148,0.08579826979812312,0.01803604413189524,0.10026881937301114,0.06412765071048543,0.7311243889190657,0.2673931265716681,0.9533949377259944,0.3918918918918919,0.7333333333333333,0.012742749857031334,1.0,2
0,260,2,8,30,,0.6531282188856594,0.10668394155116831,0.9772160939043897,0.18630723778145364,0.738973265708758,0.03320973158326275,0.012213635517373372,0.009235152781119128,0.021480842780577776,0.09429328696141683,0.7088538837588267,0.1366303436714166,0.9831257533145842,0.2331902718168813,0.7951219512195122,0.016237767391887217,0.01,2
0,440,6,2,25,,0.6851117554062933,0.32605203927356274,0.8916365301201139,0.426852532848656,0.6375270460716909,0.02851695769008533,0.05485100609039598,0.024592420978208608,0.058282192192389205,0.05994229587463979,0.7319391634980988,0.3302598491198659,0.924467657693853,0.443943661971831,0.6769759450171822,0.016237767391887217,0.01,2
0,260,2,8,30,,0.6539067624214915,0.10549231877930637,0.9786849056059428,0.18478696263081013,0.7471021779236234,0.03328512030272204,0.013979066447917956,0.008370920262803574,0.0241863797442598,0.093775824100449,0.704780010863661,0.12405699916177704,0.9831257533145842,0.21402747650036152,0.7789473684210526,0.016237767391887217,0.012742749857031334,2
