,n_estimators,min_weight_fraction_leaf,min_samples_split,min_samples_leaf,max_samples,max_depth,bootstrap,ah,ap,train_avg_accuracy,train_avg_recall,train_avg_specificity,train_avg_f1,train_avg_precision,train_std_accuracy,train_std_recall,train_std_specificity,train_std_f1,train_std_precision,test_accuracy,test_recall,test_specificity,test_f1,test_precision,train_dataset_accuracy,test_dataset_accuracy
0,32,0.5,2,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,4,0.5,7,True,0.143845,0.069519,0.29644982993197283,0.25,0.69,0.04716981132075471,0.026041666666666668,0.06946498586993699,0.25,0.23685438564654024,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,4,0.5,7,True,0.143845,0.069519,0.42431972789115646,0.7214285714285714,0.2888704318936877,0.41833093006488825,0.33925114761351693,0.11701681356478624,0.24198020945669807,0.18090412822707946,0.19101934513672228,0.17406030510203718,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,4,4,0.5,7,True,0.143845,0.069519,0.48905187074829926,0.0,0.9148006644518272,0.0,0.0,0.13236047672025536,0.0,0.046048879615483325,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,4,4,0.5,7,True,0.143845,0.069519,0.40391156462585037,0.5773604269293924,0.43565614617940196,0.39479458450046684,0.4082190957190957,0.11314637481320536,0.19224344477416844,0.1264409253533867,0.14750797865981588,0.1639203469724887,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,4,0.5,7,True,0.143845,0.069519,0.468218537414966,0.0,0.8915448504983388,0.0,0.0,0.11350015305360384,0.0,0.04540399515116267,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,4,4,0.5,7,True,0.143845,0.069519,0.45291241496598644,0.0,0.861544850498339,0.0,0.0,0.1144754617151178,0.0,0.04891236843226445,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,4,4,0.5,7,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,4,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.47916666666666663,0.51,0.20431266846361185,0.145606884057971,0.08052407087259224,0.27716947282604315,0.2830194339616981,0.14824732500060192,0.11357035083353867,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,4,0.5,7,True,0.143845,0.069519,0.5385841836734694,0.4571428571428572,0.7386212624584718,0.2907900888265545,0.26131221719457015,0.08695072230511662,0.2662411571141784,0.10519146982877875,0.19840972311124755,0.20235171517664738,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,4,0.5,7,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,4,0.5,7,True,0.143845,0.069519,0.383609693877551,0.5596264367816092,0.45432724252491696,0.3548945001729505,0.3267424242424242,0.10849009107165092,0.2075254351065064,0.13206830131719172,0.1525349213157111,0.1582671494268319,0.6557377049180327,0.7551020408163265,0.25,0.7789473684210526,0.8043478260869565,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,4,0.5,7,True,0.143845,0.069519,0.468218537414966,0.0,0.8915448504983388,0.0,0.0,0.11350015305360384,0.0,0.04540399515116267,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,4,0.5,7,True,0.143845,0.069519,0.48905187074829926,0.0,0.9148006644518272,0.0,0.0,0.13236047672025536,0.0,0.046048879615483325,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,4,0.5,7,True,0.143845,0.069519,0.38828656462585037,0.7413793103448276,0.31,0.40561729990522954,0.31013257575757575,0.12117985609436799,0.24726005476205692,0.234022790912908,0.18493712098145215,0.1530469737113089,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,4,0.5,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.3947704081632653,0.39583333333333337,0.6595099667774086,0.20833333333333334,0.18154761904761907,0.07542695556944533,0.24384791480665888,0.13887467696529826,0.13819269959814168,0.13809652093000216,0.22950819672131148,0.04081632653061224,1.0,0.07843137254901959,1.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.45291241496598644,0.0,0.861544850498339,0.0,0.0,0.1144754617151178,0.0,0.04891236843226445,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.43452380952380953,0.5886904761904762,0.4749418604651163,0.38290707587382783,0.3559368191721133,0.11398681861063764,0.21392247652764032,0.1595536515448355,0.1749827575528629,0.1837266750410739,0.5901639344262295,0.6122448979591837,0.5,0.7058823529411765,0.8333333333333334,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.48905187074829926,0.0,0.9148006644518272,0.0,0.0,0.13236047672025536,0.0,0.046048879615483325,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.47916666666666663,0.51,0.20431266846361185,0.145606884057971,0.08052407087259224,0.27716947282604315,0.2830194339616981,0.14824732500060192,0.11357035083353867,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.29644982993197283,0.25,0.6585714285714286,0.04716981132075471,0.026041666666666668,0.08558237569202487,0.25,0.2276215381413858,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.2760416666666667,0.25,0.6185714285714285,0.04716981132075471,0.026041666666666668,0.0734025831688839,0.25,0.21549973562494634,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.3171768707482993,0.39583333333333337,0.5538704318936878,0.17962962962962964,0.14444444444444443,0.07227891156462585,0.24384791480665888,0.20911014111684123,0.12240446570119069,0.11055415967851333,0.819672131147541,1.0,0.08333333333333333,0.8990825688073394,0.8166666666666667,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.39019982993197283,0.39583333333333337,0.6232225913621262,0.20105820105820107,0.15833333333333333,0.06399771734217756,0.24384791480665888,0.14759413438866723,0.12543142424475873,0.11002945733521312,0.5573770491803278,0.5714285714285714,0.5,0.6746987951807228,0.8235294117647058,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.468218537414966,0.0,0.8915448504983388,0.0,0.0,0.11350015305360384,0.0,0.04540399515116267,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.48554421768707484,0.8227216748768473,0.28494186046511627,0.5639707162758301,0.5025584795321637,0.12792744907686032,0.0756950408245644,0.1106797333761042,0.13549716692398425,0.150335500935601,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.2760416666666667,0.25,0.6185714285714285,0.04716981132075471,0.026041666666666668,0.0734025831688839,0.25,0.21549973562494634,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.29644982993197283,0.25,0.69,0.04716981132075471,0.026041666666666668,0.06946498586993699,0.25,0.23685438564654024,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.5094600340136054,0.0,0.9783720930232558,0.0,0.0,0.12231534902039133,0.0,0.012557421742334486,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.4906462585034014,0.907491789819376,0.16851328903654486,0.5902597402597403,0.4940289668550538,0.11792779929924715,0.035941050326969474,0.07147199274484826,0.1350123732224055,0.1385491212214163,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.4906462585034014,0.9283251231527093,0.14601328903654484,0.5947867405544772,0.49264530373552934,0.11584928656832359,0.04304899210765322,0.06801123742295202,0.1350492241075959,0.13696857509079707,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.4477040816326531,0.0,0.8557308970099669,0.0,0.0,0.10967162802355086,0.0,0.04929915675924173,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.47916666666666663,0.51,0.20431266846361185,0.145606884057971,0.08052407087259224,0.27716947282604315,0.2830194339616981,0.14824732500060192,0.11357035083353867,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,1,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.4804421768707483,0.8643883415435138,0.2113704318936877,0.5721071747164522,0.49470071874631794,0.11602391816268197,0.07379568952307927,0.09656185888213557,0.13108882337700203,0.13992812639634752,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.44674744897959184,0.39583333333333337,0.7243355481727575,0.22647849462365593,0.19391025641025642,0.08432909614067845,0.24384791480665888,0.1081904603719747,0.1411754276017557,0.13749402294103621,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.38541666666666663,0.25,0.7406644518272425,0.078125,0.046296296296296294,0.06941381532181892,0.25,0.10487137442059283,0.078125,0.046296296296296294,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.49415391156462585,0.0,0.9326578073089701,0.0,0.0,0.12901726867083269,0.0,0.03004387226779085,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.29644982993197283,0.47916666666666663,0.4385714285714286,0.20431266846361185,0.145606884057971,0.08558237569202487,0.27716947282604315,0.2487342105199709,0.14824732500060192,0.11357035083353867,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,2,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.5043579931972789,0.0,0.9683720930232558,0.0,0.0,0.12269458086471352,0.0,0.0194979347873023,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.4600340136054422,0.7239121510673234,0.3627990033222591,0.5203340787821721,0.5010536398467433,0.1034238753235919,0.09361721459194858,0.1068510025464404,0.11449022120125646,0.14606752078907945,0.819672131147541,1.0,0.08333333333333333,0.8990825688073394,0.8166666666666667,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.5008503401360545,0.8852216748768473,0.24708471760797343,0.5871430752786685,0.5098290598290598,0.12294695133968359,0.08127680738622284,0.11121957809885984,0.13610414217206906,0.14593813741372094,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.48905187074829926,0.0,0.9148006644518272,0.0,0.0,0.13236047672025536,0.0,0.046048879615483325,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.42984693877551017,0.5773604269293924,0.4714119601328904,0.39978343622844903,0.4154745773648212,0.09708132644432667,0.19224344477416844,0.10849315368048103,0.14520832501202222,0.16020870612018015,0.8032786885245902,0.9795918367346939,0.08333333333333333,0.888888888888889,0.8135593220338984,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.2760416666666667,0.25,0.6185714285714285,0.04716981132075471,0.026041666666666668,0.0734025831688839,0.25,0.21549973562494634,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,4,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.44982993197278914,0.7806958128078818,0.20601328903654484,0.5216606922489275,0.45291514041514047,0.1270881624566392,0.138544183290415,0.04883642958222229,0.14728065261478576,0.14457753422330546,0.819672131147541,1.0,0.08333333333333333,0.8990825688073394,0.8166666666666667,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.4008290816326531,0.25,0.7743355481727575,0.08064516129032259,0.04807692307692308,0.0691258574583818,0.25,0.10030282868929759,0.08064516129032259,0.04807692307692308,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.4906462585034014,0.8854679802955665,0.24529900332225915,0.5851650836725464,0.5122854178456895,0.11312080934379172,0.07005285799739376,0.12325843583878161,0.12972644125340288,0.14772058431834295,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
0,77,0.2,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.45291241496598644,0.0,0.861544850498339,0.0,0.0,0.1144754617151178,0.0,0.04891236843226445,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.2,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.47852891156462585,0.0,0.9152159468438539,0.0,0.0,0.114627498335415,0.0,0.03105860408559768,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.5,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.5,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.5,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,77,0.5,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.3168579931972789,0.25,0.73,0.04716981132075471,0.026041666666666668,0.08052407087259224,0.25,0.24406283343980636,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,100,0.5,6,2,0.6000000000000001,7,True,0.143845,0.069519,0.29644982993197283,0.25,0.69,0.04716981132075471,0.026041666666666668,0.06946498586993699,0.25,0.23685438564654024,0.04716981132075471,0.026041666666666668,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,10,0.2,2,4,0.6000000000000001,7,True,0.143845,0.069519,0.40146683673469385,0.0,0.7861461794019934,0.0,0.0,0.10202669837496453,0.0,0.10081237737821636,0.0,0.0,0.19672131147540983,0.0,1.0,0.0,0.0,0.8205 (195/160),0.1967 (61/12)
0,32,0.2,2,4,0.6000000000000001,7,True,0.143845,0.069519,0.5330569727891156,0.5601190476190476,0.6653654485049834,0.3998015873015872,0.39285714285714285,0.05504443969696927,0.20760160613720768,0.12167252491853554,0.1621925206944247,0.188293546255846,0.22950819672131148,0.04081632653061224,1.0,0.07843137254901959,1.0,0.8205 (195/160),0.1967 (61/12)
0,55,0.2,2,4,0.6000000000000001,7,True,0.143845,0.069519,0.5008503401360545,0.8345751231527093,0.2899418604651162,0.5734572937690556,0.5041814260080514,0.13219712768544456,0.07850221919493183,0.09069287281068523,0.14212297455824063,0.15177951405867993,0.8032786885245902,1.0,0.0,0.8909090909090909,0.8032786885245902,0.8205 (195/160),0.1967 (61/12)
